"page","image_no_on_page","file_name","src","alt","status","file_exists"
"newtech_tmj.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"newtech_tmj.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"newtech_tmj.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"newtech_tmj.html","5","newtech_tmj-01.jpg","assets/images/newtech_tmj-01.jpg","Новые технологии в лечении ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_tmj.html","6","newtech_tmj-02.jpg","assets/images/newtech_tmj-02.jpg","Новые технологии в лечении ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_tmj.html","7","newtech_tmj-03.jpg","assets/images/newtech_tmj-03.jpg","Новые технологии в лечении ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"newtech_tmj.html","8","logo.png","logo.png","Center of Surgery","ok","yes"
"newtech_tmj.html","9","","","","empty-alt","yes"
"nose_surgery.html","1","max.png","max.png","","empty-alt","yes"
"nose_surgery.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"nose_surgery.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"nose_surgery.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"nose_surgery.html","5","nose_surgery-01.jpg","assets/images/nose_surgery-01.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","6","nose_surgery-02.jpg","assets/images/nose_surgery-02.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","7","nose_surgery-03.jpg","assets/images/nose_surgery-03.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","8","nose_surgery-04.jpg","assets/images/nose_surgery-04.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","9","nose_surgery-05.jpg","assets/images/nose_surgery-05.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","10","nose_surgery-06.jpg","assets/images/nose_surgery-06.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","11","nose_surgery-07.jpg","assets/images/nose_surgery-07.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","12","nose_surgery-08.jpg","assets/images/nose_surgery-08.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","13","nose_surgery-09.jpg","assets/images/nose_surgery-09.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","14","nose_surgery-10.jpg","assets/images/nose_surgery-10.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","15","nose_surgery-11.jpg","assets/images/nose_surgery-11.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","16","nose_surgery-12.jpg","assets/images/nose_surgery-12.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","17","nose_surgery-13.jpg","assets/images/nose_surgery-13.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","18","nose_surgery-14.jpg","assets/images/nose_surgery-14.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","19","nose_surgery-15.jpg","assets/images/nose_surgery-15.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","20","nose_surgery-16.jpg","assets/images/nose_surgery-16.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","21","nose_surgery-17.jpg","assets/images/nose_surgery-17.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","22","nose_surgery-18.jpg","assets/images/nose_surgery-18.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","23","nose_surgery-19.jpg","assets/images/nose_surgery-19.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","24","nose_surgery-20.jpg","assets/images/nose_surgery-20.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","25","nose_surgery-21.jpg","assets/images/nose_surgery-21.jpg","Операция на нос. Ринопластика | Москва, Одинцово | Center of Surgery","ok","yes"
"nose_surgery.html","26","logo.png","logo.png","Center of Surgery","ok","yes"
"nose_surgery.html","27","","","","empty-alt","yes"
"onlinehelp.html","1","max.png","max.png","","empty-alt","yes"
"onlinehelp.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"onlinehelp.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"onlinehelp.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"onlinehelp.html","5","max.png","max.png","","empty-alt","yes"
"onlinehelp.html","6","logo.png","logo.png","Center of Surgery","ok","yes"
"onlinehelp.html","7","","","","empty-alt","yes"
"oral_hygiene.html","1","max.png","max.png","","empty-alt","yes"
"oral_hygiene.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"oral_hygiene.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"oral_hygiene.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"oral_hygiene.html","5","oral_hygiene-01.jpg","assets/images/oral_hygiene-01.jpg","Гигиена полости рта | Москва, Одинцово | Center of Surgery","ok","yes"
"oral_hygiene.html","6","logo.png","logo.png","Center of Surgery","ok","yes"
"oral_hygiene.html","7","","","","empty-alt","yes"
"orthognathic_surgery.html","1","max.png","max.png","","empty-alt","yes"
"orthognathic_surgery.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"orthognathic_surgery.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"orthognathic_surgery.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"orthognathic_surgery.html","5","orthognathic_surgery-01.jpg","assets/images/orthognathic_surgery-01.jpg","Ортодонтическая амбулаторная хирургия | Москва, Одинцово | Center of Surgery","ok","yes"
"orthognathic_surgery.html","6","orthognathic_surgery-02.jpg","assets/images/orthognathic_surgery-02.jpg","Примеры хирургической техники","ok","yes"
"orthognathic_surgery.html","7","orthognathic_surgery-03.jpg","assets/images/orthognathic_surgery-03.jpg","Примеры хирургической техники","ok","yes"
"orthognathic_surgery.html","8","orthognathic_surgery-04.jpg","assets/images/orthognathic_surgery-04.jpg","Вид зубных рядов до начала хирургического и ортодонтического лечения","ok","yes"
"orthognathic_surgery.html","9","orthognathic_surgery-05.jpg","assets/images/orthognathic_surgery-05.jpg","Вид зубных рядов после проведения хирургического и ортодонтического лечения, через 3 месяца!","ok","yes"
"orthognathic_surgery.html","10","orthognathic_surgery-06.jpg","assets/images/orthognathic_surgery-06.jpg","Вид зубных рядов на этапе хирургического и ортодонтического лечения","ok","yes"
"orthognathic_surgery.html","11","logo.png","logo.png","Center of Surgery","ok","yes"
"orthognathic_surgery.html","12","","","","empty-alt","yes"
"plastic_surgeries.html","1","max.png","max.png","","empty-alt","yes"
"plastic_surgeries.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"plastic_surgeries.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"plastic_surgeries.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"plastic_surgeries.html","5","plastic_surgeries-01.jpg","assets/images/plastic_surgeries-01.jpg","Пластические операции | Москва, Одинцово | Center of Surgery","ok","yes"
"plastic_surgeries.html","6","plastic_surgeries-02.jpg","assets/images/plastic_surgeries-02.jpg","Пластические операции | Москва, Одинцово | Center of Surgery","ok","yes"
"plastic_surgeries.html","7","logo.png","logo.png","Center of Surgery","ok","yes"
"plastic_surgeries.html","8","","","","empty-alt","yes"
"restoration.html","1","max.png","max.png","","empty-alt","yes"
"restoration.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"restoration.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"restoration.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"restoration.html","5","restoration-01.jpg","assets/images/restoration-01.jpg","Восстановление мягких тканей лица и костей лицевого скелета | Center of Surgery","ok","yes"
"restoration.html","6","restoration-02.jpg","assets/images/restoration-02.jpg","Восстановление мягких тканей лица и костей лицевого скелета | Center of Surgery","ok","yes"
"restoration.html","7","restoration-03.jpg","assets/images/restoration-03.jpg","Восстановление мягких тканей лица и костей лицевого скелета | Center of Surgery","ok","yes"
"restoration.html","8","restoration-04.jpg","assets/images/restoration-04.jpg","Восстановление мягких тканей лица и костей лицевого скелета | Center of Surgery","ok","yes"
"restoration.html","9","restoration-05.jpg","assets/images/restoration-05.jpg","Восстановление мягких тканей лица и костей лицевого скелета | Center of Surgery","ok","yes"
"restoration.html","10","restoration-06.jpg","assets/images/restoration-06.jpg","Восстановление мягких тканей лица и костей лицевого скелета | Center of Surgery","ok","yes"
"restoration.html","11","restoration-07.jpg","assets/images/restoration-07.jpg","Восстановление мягких тканей лица и костей лицевого скелета | Center of Surgery","ok","yes"
"restoration.html","12","restoration-08.jpg","assets/images/restoration-08.jpg","Восстановление мягких тканей лица и костей лицевого скелета | Center of Surgery","ok","yes"
"restoration.html","13","restoration-09.jpg","assets/images/restoration-09.jpg","Восстановление мягких тканей лица и костей лицевого скелета | Center of Surgery","ok","yes"
"restoration.html","14","logo.png","logo.png","Center of Surgery","ok","yes"
"restoration.html","15","","","","empty-alt","yes"
"reviews.html","1","max.png","max.png","","empty-alt","yes"
"reviews.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"reviews.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"reviews.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"reviews.html","5","logo.png","logo.png","Center of Surgery","ok","yes"
"reviews.html","6","","","","empty-alt","yes"
"scars.html","1","max.png","max.png","","empty-alt","yes"
"scars.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"scars.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"scars.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"scars.html","5","scars-01.jpg","assets/images/scars-01.jpg","Лечение пациентов с рубцами | Москва, Одинцово | Center of Surgery","ok","yes"
"scars.html","6","scars-02.jpg","assets/images/scars-02.jpg","Лечение пациентов с рубцами | Москва, Одинцово | Center of Surgery","ok","yes"
"scars.html","7","scars-03.jpg","assets/images/scars-03.jpg","Лечение пациентов с рубцами | Москва, Одинцово | Center of Surgery","ok","yes"
"scars.html","8","scars-04.jpg","assets/images/scars-04.jpg","Лечение пациентов с рубцами | Москва, Одинцово | Center of Surgery","ok","yes"
"scars.html","9","scars-05.jpg","assets/images/scars-05.jpg","Лечение пациентов с рубцами | Москва, Одинцово | Center of Surgery","ok","yes"
"scars.html","10","logo.png","logo.png","Center of Surgery","ok","yes"
"scars.html","11","","","","empty-alt","yes"
"surgical_dentistry.html","1","max.png","max.png","","empty-alt","yes"
"surgical_dentistry.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"surgical_dentistry.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"surgical_dentistry.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"surgical_dentistry.html","5","surgical_dentistry-01.jpg","assets/images/surgical_dentistry-01.jpg","Хирургическая стоматология | Москва, Одинцово | Center of Surgery","ok","yes"
"surgical_dentistry.html","6","logo.png","logo.png","Center of Surgery","ok","yes"
"surgical_dentistry.html","7","","","","empty-alt","yes"
"tmj_dysfunction.html","1","max.png","max.png","","empty-alt","yes"
"tmj_dysfunction.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"tmj_dysfunction.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"tmj_dysfunction.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"tmj_dysfunction.html","5","tmj_dysfunction-01.jpg","assets/images/tmj_dysfunction-01.jpg","Лечение пациентов с дисфункцией ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_dysfunction.html","6","hqdefault.jpg","https://i.ytimg.com/vi/4R6QFMyCJe8/hqdefault.jpg","Артроскопия внчс - норма","ok","yes"
"tmj_dysfunction.html","7","hqdefault.jpg","https://i.ytimg.com/vi/3Mn4pa5f0Cs/hqdefault.jpg","Принцип работы жевательного аппарата и этапы развития патологии жевательного аппарата ВНЧС","ok","yes"
"tmj_dysfunction.html","8","hqdefault.jpg","https://i.ytimg.com/vi/JAs0wK6AK4g/hqdefault.jpg","Принцип лечения пациентов с функциональными нарушениями жевательного аппарата, ВНЧС. Сплинт терапия.","ok","yes"
"tmj_dysfunction.html","9","tmj_dysfunction-02.jpg","assets/images/tmj_dysfunction-02.jpg","Лечение пациентов с дисфункцией ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_dysfunction.html","10","tmj_dysfunction-03.jpg","assets/images/tmj_dysfunction-03.jpg","Лечение пациентов с дисфункцией ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_dysfunction.html","11","tmj_dysfunction-04.jpg","assets/images/tmj_dysfunction-04.jpg","Лечение пациентов с дисфункцией ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_dysfunction.html","12","tmj_dysfunction-05.jpg","assets/images/tmj_dysfunction-05.jpg","Лечение пациентов с дисфункцией ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_dysfunction.html","13","tmj_dysfunction-06.jpg","assets/images/tmj_dysfunction-06.jpg","Лечение пациентов с дисфункцией ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_dysfunction.html","14","logo.png","logo.png","Center of Surgery","ok","yes"
"tmj_dysfunction.html","15","","","","empty-alt","yes"
"tmj_treatment.html","1","max.png","max.png","","empty-alt","yes"
"tmj_treatment.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"tmj_treatment.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"tmj_treatment.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"tmj_treatment.html","5","tmj_treatment-01.jpg","assets/images/tmj_treatment-01.jpg","Артрогнатология, Лечение ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_treatment.html","6","hqdefault.jpg","https://i.ytimg.com/vi/_I0rorCC29s/hqdefault.jpg","Артроскопия внчс патология виден сппечный процесс в верхнем этаже ВНЧС","ok","yes"
"tmj_treatment.html","7","hqdefault.jpg","https://i.ytimg.com/vi/4R6QFMyCJe8/hqdefault.jpg","Артроскопия внчс - норма","ok","yes"
"tmj_treatment.html","8","hqdefault.jpg","https://i.ytimg.com/vi/3Mn4pa5f0Cs/hqdefault.jpg","Принцип работы жевательного аппарата и этапы развития патологии жевательного аппарата ВНЧС","ok","yes"
"tmj_treatment.html","9","hqdefault.jpg","https://i.ytimg.com/vi/JAs0wK6AK4g/hqdefault.jpg","Принцип лечения пациентов с функциональными нарушениями жевательного аппарата, ВНЧС. Сплинт терапия.","ok","yes"
"tmj_treatment.html","10","tmj_treatment-02.jpg","assets/images/tmj_treatment-02.jpg","Артрогнатология, Лечение ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_treatment.html","11","tmj_treatment-03.jpg","assets/images/tmj_treatment-03.jpg","Артрогнатология, Лечение ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_treatment.html","12","tmj_treatment-04.jpg","assets/images/tmj_treatment-04.jpg","Артрогнатология, Лечение ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_treatment.html","13","tmj_treatment-05.jpg","assets/images/tmj_treatment-05.jpg","Артрогнатология, Лечение ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_treatment.html","14","tmj_treatment-06.jpg","assets/images/tmj_treatment-06.jpg","Артрогнатология, Лечение ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_treatment.html","15","tmj_treatment-07.jpg","assets/images/tmj_treatment-07.jpg","Артрогнатология, Лечение ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj_treatment.html","16","logo.png","logo.png","Center of Surgery","ok","yes"
"tmj_treatment.html","17","","","","empty-alt","yes"
"tmj.html","1","max.png","max.png","","empty-alt","yes"
"tmj.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"tmj.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"tmj.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"tmj.html","5","tmj-01.jpg","assets/images/tmj-01.jpg","Лечение ВНЧС | Москва, Одинцово | Center of Surgery","ok","yes"
"tmj.html","6","tmj-02.jpg","assets/images/tmj-02.jpg","Остеоартроз ВНЧС с деструктированной головкой ВНЧС и диском","ok","yes"
"tmj.html","7","tmj-03.jpg","assets/images/tmj-03.jpg","Остеоартроз ВНЧС с деструктированной головкой ВНЧС и диском","ok","yes"
"tmj.html","8","tmj-04.jpg","assets/images/tmj-04.jpg","Фрагменты деструктированного диска и фибрознокостного анкилоза ВНЧС","ok","yes"
"tmj.html","9","tmj-05.jpg","assets/images/tmj-05.jpg","Комбинированный хондрографт с мембранным покрытием","ok","yes"
"tmj.html","10","tmj-06.jpg","assets/images/tmj-06.jpg","Имплантация комбинированного хондротрансплантата","ok","yes"
"tmj.html","11","tmj-07.jpg","assets/images/tmj-07.jpg","Наружный искусственный сустав по принципу экзоскелета","ok","yes"
"tmj.html","12","tmj-08.jpg","assets/images/tmj-08.jpg","Эндоскопический остеосинтез челюстей (внутриротовым доступом)","ok","yes"
"tmj.html","13","tmj-09.jpg","assets/images/tmj-09.jpg","Эндоскопический остеосинтез челюстей (внутриротовым доступом)","ok","yes"
"tmj.html","14","logo.png","logo.png","Center of Surgery","ok","yes"
"tmj.html","15","","","","empty-alt","yes"
"trofimov.html","1","max.png","max.png","","empty-alt","yes"
"trofimov.html","2","logo.png","logo.png","Center of Surgery","ok","yes"
"trofimov.html","3","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Е. И.","ok","yes"
"trofimov.html","4","doctor-kravchenko-01.jpg","assets/images/doctor-kravchenko-01.jpg","Кравченко Д. В.","ok","yes"
"trofimov.html","5","doctor-trofimov-01.jpg","assets/images/doctor-trofimov-01.jpg","Трофимов Евгений Иванович | Москва, Одинцово | Center of Surgery","ok","yes"
"trofimov.html","6","trofimov-01.jpg","assets/images/trofimov-01.jpg","Трофимов Евгений Иванович","ok","yes"
"trofimov.html","7","trofimov-02.jpg","assets/images/trofimov-02.jpg","Трофимов Евгений Иванович | Москва, Одинцово | Center of Surgery","ok","yes"
"trofimov.html","8","trofimov-03.jpg","assets/images/trofimov-03.jpg","Трофимов Евгений Иванович | Москва, Одинцово | Center of Surgery","ok","yes"
"trofimov.html","9","trofimov-04.jpg","assets/images/trofimov-04.jpg","Трофимов Евгений Иванович | Москва, Одинцово | Center of Surgery","ok","yes"
"trofimov.html","10","logo.png","logo.png","Center of Surgery","ok","yes"
"trofimov.html","11","","","","empty-alt","yes"
